# SAT_NAME
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG     PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------   
1 59061U 24039L   25124.14560288  .11249086  26374-5  51333-3 0  9993 | 2 59061  97.3842 100.7726 0008771 219.5766 140.4895 16.42537515 66303 | 2025/05/04-03:29:40  173.8563   87.6692     6537.1981     6479.8603     6594.5358 -18.202231  95.667974   0.006753  -0.005597
1 59062U 24039M   25123.79643292  .17653738  27301-5  24352-3 0  9992 | 2 59062  97.3990 100.4955 0009406 213.6684 146.4024 16.48757372 66254 | 2025/05/03-19:06:51   48.0834   87.3385     6520.7469     6459.4127     6582.0810 -17.742036  95.769438   0.006553  -0.006747
1 59063U 24039N   25123.19697148  .15262011  26408-5  23866-3 0  9990 | 2 59063  97.3867  99.9366 0010702 236.9191 123.1086 16.47867169 66163 | 2025/05/03-04:43:38  192.2884   87.3857     6523.0951     6453.2849     6592.9052 -16.804888  95.925831   0.009841  -0.004206
1 59064U 24039P   25292.26823654  .00162779  00000-0  11472-2 0  9997 | 2 59064  97.4300 271.5904 0004231 174.4736 185.6576 15.73590324 92186 | 2025/10/19-06:26:15  212.8312   91.5105     6726.7826     6698.3216     6755.2436   2.704087 -97.392468   0.000290   0.004221
1 59065U 24039Q   25292.28712786  .00021644  00000-0  55565-3 0  9990 | 2 59065  97.4558 262.1581 0008272 263.7673  96.2630 15.39305364 91503 | 2025/10/19-06:53:27  229.1839   93.5487     6826.2992     6769.8320     6882.7663 -13.296875 -96.544425  -0.008024   0.002012
1 59066U 24039R   25292.31309997  .00012159  00000-0  99037-3 0  9994 | 2 59066  95.3902  69.8111 0153573  88.9172 272.9642 14.90705128 88804 | 2025/10/19-07:30:51   69.0554   96.5986     6973.8726     5902.8741     8044.8712  32.920720  89.529417  -0.143110   0.055715
1 59067U 24039S   25292.35230427  .00011856  00000-0  96878-3 0  9993 | 2 59067  95.3908  69.7782 0153940  89.0986 272.7872 14.90551344 88809 | 2025/10/19-08:27:19   83.2360   96.6085     6974.3523     5900.7205     8047.9841  32.972331  89.511061  -0.143596   0.055476
1 59068U 24039T   25292.31780418  .00012444  00000-0  10099-2 0  9994 | 2 59068  95.3903  69.9259 0153036  88.3602 273.5145 14.90895960 88817 | 2025/10/19-07:37:38   70.6454   96.5862     6973.2775     5906.1150     8040.4400  32.741304  89.595292  -0.142177   0.056619
1 59069U 24040A   25288.63488726  .00000142  00000-0  00000-0 0  9995 | 2 59069   0.0481 305.7829 0001595 338.4544   2.3977  1.00269866  4874 | 2025/10/15-15:14:14  326.3309 1436.1244    42165.2699    42098.0163    42232.5235   0.028125  -0.039021   0.000392  -0.001546
1 59070U 24040B   25273.72179153  .00045895  73355-6  18332-2 0  9994 | 2 59070  27.2920  83.6489 6706962 262.2726  22.9171  3.08158401 15633 | 2025/09/30-17:19:22  260.7137  467.2921    19947.3787  -113838.9324   153733.6898   3.019061  27.124501   6.505507  -1.631476
1 59071U 24039U   25292.30130366  .00011729  00000-0  95134-3 0  9997 | 2 59071  95.3907  69.9486 0152872  88.2902 273.5825 14.90938901 88814 | 2025/10/19-07:13:52   64.6683   96.5834     6973.1436     5907.1452     8039.1420  32.705942  89.608632  -0.141978   0.056676
1 59072U 24039V   25292.33231205  .00000528  00000-0  14408-3 0  9995 | 2 59072  88.9849 312.8410 0019031  74.3557 285.9745 14.45841497 86387 | 2025/10/19-07:58:31  194.5119   99.5960     7117.4002     6981.9489     7252.8514  60.506722 -65.247598   0.016927   0.008698
1 59073U 24039W   25292.30889789  .00000392  00000-0  99478-4 0  9999 | 2 59073  88.9905 312.9215 0036139  51.1918 309.2506 14.48496556 86534 | 2025/10/19-07:24:48  185.8671   99.4134     7108.7002     6851.7988     7365.6015  60.602148 -65.166623   0.036046   0.002592
1 59074U 24041A   25291.55407016 -.00001216  00000-0 -34682-4 0  9992 | 2 59074  43.0028  33.4151 0000593 249.7917 110.2871 15.27580153 92533 | 2025/10/18-13:17:51  193.2551   94.2667     6861.1856     6857.1170     6865.2543  35.894556  23.681674   0.000135  -0.000577
1 59075U 24041B   25291.97964693  .00001268  00000-0  55576-4 0  9998 | 2 59075  43.0028  30.5990 0000751 295.6308  64.4466 15.27582353 92650 | 2025/10/18-23:30:41  349.6997   94.2666     6861.1791     6856.0263     6866.3318  37.014699  21.889560   0.000624  -0.000417
1 59076U 24041C   25291.59117786  .00003056  00000-0  12051-3 0  9997 | 2 59076  43.0023  32.8407 0001018 285.3408  74.7331 15.27587365 91492 | 2025/10/18-14:11:17  207.2297   94.2663     6861.1640     6854.1794     6868.1487  36.129741  23.320370   0.000759  -0.000679
1 59077U 24041D   25291.98734927  .00001541  00000-0  65495-4 0  9991 | 2 59077  43.0062  30.6542 0001047 298.8099  61.2647 15.27591524 92651 | 2025/10/18-23:41:46  352.4277   94.2660     6861.1516     6853.9680     6868.3352  36.996518  21.926944   0.000902  -0.000532
1 59078U 24041E   25291.62459393  .00001581  00000-0  66932-4 0  9995 | 2 59078  43.0029  33.0819 0000995 285.3333  74.7409 15.27587078 92544 | 2025/10/18-14:59:24  219.0510   94.2663     6861.1649     6854.3380     6867.9918  36.031751  23.472587   0.000744  -0.000660
1 59079U 24041F   25292.00020356  .00001109  00000-0  49828-4 0  9993 | 2 59079  43.0036  30.7419 0001027 265.5186  94.5548 15.27583849 92609 | 2025/10/19-00:00:17  356.9814   94.2665     6861.1746     6854.1281     6868.2210  36.960678  21.982218   0.000454  -0.000921
1 59080U 24041G   25292.00227958  .00004460  00000-0  17152-3 0  9999 | 2 59080  43.0029 293.0437 0001045 266.6092  93.4640 15.27579462 93760 | 2025/10/19-00:03:16   95.4293   94.2668     6861.1877     6854.0178     6868.3576  16.832758 -39.571551  -0.000984  -0.000351
1 59081U 24041H   25291.99120933  .00000069  00000-0  12016-4 0  9998 | 2 59081  43.0001  30.6822 0000604 282.7467  77.3317 15.27586941 92591 | 2025/10/18-23:47:20  353.7894   94.2663     6861.1653     6857.0212     6865.3095  36.980552  21.941909   0.000415  -0.000439
1 59082U 24041J   25291.34120727 -.00002843  00000-0 -93795-4 0  9996 | 2 59082  43.0022  34.4017 0000686 300.6335  59.4449 15.27590146 92585 | 2025/10/18-08:11:20  115.4284   94.2661     6861.1557     6856.4490     6865.8625  35.480975  24.295877   0.000622  -0.000290
1 59083U 24041K   25292.31586520  .00036327  00000-0  13215-2 0  9991 | 2 59083  43.0009 305.9237 0001302 256.4682 103.6024 15.27620404 93651 | 2025/10/19-07:34:50  195.7518   94.2643     6861.0651     6852.1320     6869.9982  25.228945 -34.822087  -0.001204  -0.000496
1 59084U 24041L   25291.56563002  .00001289  00000-0  56361-4 0  9998 | 2 59084  43.0048  33.4972 0001997 278.6956  81.3669 15.27584068 92587 | 2025/10/18-13:34:30  197.3622   94.2665     6861.1739     6847.4722     6874.8757  35.862253  23.734187   0.001341  -0.001480
1 59085U 24041M   25292.30596162 -.00001839  00000-0 -57336-4 0  9991 | 2 59085  43.0052  14.8947 0002125 291.1759  68.8866 15.27554322 92953 | 2025/10/19-07:20:35  123.2138   94.2683     6861.2630     6846.6828     6875.8432  41.560219  11.054203   0.001251  -0.001718
1 59086U 24041N   25291.97207665  .00002006  00000-0  82366-4 0  9997 | 2 59086  43.0034  31.3849 0001486 272.6744  87.3937 15.27589826 92644 | 2025/10/18-23:19:47  346.1903   94.2661     6861.1567     6850.9610     6871.3524  36.711490  22.395511   0.000832  -0.001231
1 59087U 24041P   25291.99892048  .00000081  00000-0  12470-4 0  9995 | 2 59087  43.0046  30.7352 0001230 285.7004  74.3712 15.27583153 92656 | 2025/10/18-23:58:26  356.5268   94.2666     6861.1767     6852.7374     6869.6159  36.964107  21.978407   0.000891  -0.000848
1 59088U 24041Q   25292.00148266  .00002700  00000-0  10756-3 0  9999 | 2 59088  43.0057  30.7508 0000249 162.8839 197.2021 15.27595564 92604 | 2025/10/19-00:02:08  357.4217   94.2658     6861.1395     6859.4311     6862.8479  36.959067  21.989033  -0.000242  -0.000059
1 59089U 24041R   25291.99763442  .00001677  00000-0  70434-4 0  9998 | 2 59089  43.0033  30.7276 0000868 276.9566  83.1187 15.27587322 92656 | 2025/10/18-23:56:35  356.0664   94.2663     6861.1642     6855.2087     6867.1197  36.965905  21.972840   0.000531  -0.000687
1 59090U 24041S   25291.87030023  .00008698  00000-0  32500-3 0  9990 | 2 59090  43.0020 344.8056 0000761 272.8823  87.1941 15.27603876 93063 | 2025/10/18-20:53:13  356.0215   94.2653     6861.1146     6855.8933     6866.3359  41.498741 -11.270603  -0.000162  -0.000743
1 59091U 24041T   24095.32500520  .02463265  89502-5  93773-3 0  9991 | 2 59091  42.9916 311.8250 0010088 268.5806 262.6105 16.23098358  6787 | 2024/04/04-07:48:00  187.1099   88.7192     6589.2899     6522.8172     6655.7627  28.669279 -32.036700  -0.007682  -0.006539
1 59092U 24041U   25291.97850542  .00001274  00000-0  55791-4 0  9990 | 2 59092  42.9982  31.4398 0000941 284.0232  76.0515 15.27584843 92590 | 2025/10/18-23:29:02  348.4495   94.2664     6861.1716     6854.7152     6867.6280  36.685577  22.427965   0.000671  -0.000660
1 59093U 24041V   25291.96566011  .00008843  00000-0  33059-3 0  9996 | 2 59093  43.0031  31.3394 0000742 290.8410  69.2362 15.27567749 92641 | 2025/10/18-23:10:33  343.9104   94.2675     6861.2228     6856.1318     6866.3138  36.729007  22.366195   0.000586  -0.000455
1 59094U 24041W   24243.85429248  .17358695  91321-5  19845-2 0  9999 | 2 59094  42.9610 125.8017 0010236 242.9238 170.6300 16.35694234 30112 | 2024/08/30-20:30:10  107.7114   88.0360     6555.4186     6488.3173     6622.5198 -25.131401  34.843367   0.010118   0.001553
1 59095U 24041X   25292.00919999  .00001111  00000-0  49855-4 0  9994 | 2 59095  43.0043  30.8085 0000684 213.6906 146.3902 15.27594267 92603 | 2025/10/19-00:13:14    0.1550   94.2659     6861.1434     6856.4504     6865.8364  36.935702  22.025525  -0.000294  -0.000617
1 59096U 24041Y   25292.00662424 -.00000391  00000-0 -46771-5 0  9999 | 2 59096  43.0072  30.7875 0001680 287.5952  72.4716 15.27587895 92601 | 2025/10/19-00:09:32  359.2602   94.2663     6861.1625     6849.6357     6872.6892  36.946264  22.013470   0.001256  -0.001116
1 59097U 24042A   24297.52432310  .00023682  00000-0  41739-3 0  9994 | 2 59097  51.6392  39.7175 0009105  97.5589 262.6435 15.50253589 36200 | 2024/10/23-12:35:01  181.2578   92.8880     6794.1221     6732.2616     6855.9825  39.721101  32.997593  -0.006689   0.006177
1 59098U 24043A   25292.31969772  .00006497  00000-0  57066-3 0  9991 | 2 59098  97.8241  58.2942 0012487 103.7008 256.5604 14.96861138 88613 | 2025/10/19-07:40:21   84.5741   96.2013     6954.7389     6867.8951     7041.5828  51.412216  83.224627  -0.011876   0.003860
1 59099U 24043B   25292.30500608  .00018256  00000-0  13159-2 0  9990 | 2 59099  97.8320  61.5501 0008258  73.8321 286.3812 15.04185463 88821 | 2025/10/19-07:19:12   76.0627   95.7329     6932.1441     6874.8985     6989.3898  46.606199  86.017222  -0.005878   0.005800
1 59100U 24043C   25292.30220203  .00014934  00000-0  94607-3 0  9990 | 2 59100  97.8121  65.5191 0003078 166.6634 193.4676 15.09053411 75290 | 2025/10/19-07:15:10   71.1638   95.4241     6917.2282     6895.9369     6938.5194  40.532344  89.018740  -0.001887  -0.002432
1 59101U 24043D   25292.28156160  .00007617  00000-0  67896-3 0  9998 | 2 59101  97.8158  57.9110 0011650  95.5776 264.6774 14.96236180 88609 | 2025/10/19-06:45:26   71.1970   96.2415     6956.6754     6875.6301     7037.7207  51.963268  82.871886  -0.010425   0.005200
1 59102U 24043E   25292.26598520  .00008648  00000-0  64328-3 0  9999 | 2 59102  97.8013  61.4626 0017008 103.7077 256.6042 15.03100763 88853 | 2025/10/19-06:23:01   61.9656   95.8020     6935.4787     6817.5201     7053.4374  46.722841  85.918976  -0.016441   0.004353
1 59103U 24043F   25292.31955232  .00011664  00000-0  85390-3 0  9997 | 2 59103  97.8078  62.1321 0006606  58.9959 301.1914 15.03716341 88902 | 2025/10/19-07:40:09   80.7577   95.7627     6933.5858     6887.7825     6979.3891  45.718751  86.464800  -0.003415   0.005655
1 59104U 24043G   25292.31307341  .00009015  00000-0  82687-3 0  9993 | 2 59104  97.8133  58.0941 0007907 124.3348 235.8622 14.95087641 88635 | 2025/10/19-07:30:49   82.4472   96.3154     6960.2377     6905.2031     7015.2723  51.696848  83.035399  -0.007900  -0.000335
1 59105U 24043H   25292.31319137  .00008654  00000-0  79378-3 0  9991 | 2 59105  97.8126  58.0877 0006843 117.4861 242.7056 14.95101521 88639 | 2025/10/19-07:30:59   82.5014   96.3145     6960.1947     6912.5660     7007.8233  51.705753  83.029030  -0.006823   0.000528
1 59106U 24043J   25292.30360441  .00007645  00000-0  64862-3 0  9996 | 2 59106  97.8174  58.9103 0009569  84.6359 275.5955 14.98181175 88671 | 2025/10/19-07:17:11   78.1784   96.1165     6950.6532     6884.1424     7017.1640  50.510889  83.766902  -0.007697   0.005686
1 59107U 24043K   25292.32819184  .00003497  00000-0  32022-3 0  9996 | 2 59107  97.8222  58.2118 0010373  82.3653 277.8746 14.95569602 88600 | 2025/10/19-07:52:35   87.7441   96.2844     6958.7423     6886.5593     7030.9254  51.530852  83.148987  -0.008013   0.006587
1 59108U 24043L   25292.29676578  .00004556  00000-0  41287-3 0  9991 | 2 59108  97.8200  58.2941 0009817  79.9965 280.2364 14.95820586 88616 | 2025/10/19-07:07:20   76.3244   96.2682     6957.9639     6889.6576     7026.2702  51.410207  83.221049  -0.007329   0.006532
1 59109U 24043M   24352.80704106  .19458132  25587-5  45944-3 0  9993 | 2 59109  97.4435 123.0887 0013055 312.9804  47.0402 16.45244105 44229 | 2024/12/17-19:22:08  254.3361   87.5250     6530.0265     6444.7770     6615.2760 -53.197986  81.640737   0.003143   0.012671
1 59110U 24043N   25292.14447125  .00404767  00000-0  25687-2 0  9995 | 2 59110  97.5058  72.1557 0006131 316.6401  43.4380 15.75350387 90983 | 2025/10/19-03:28:02    7.6415   91.4082     6721.7713     6680.5601     6762.9825  29.878837  92.815064   0.005373   0.002953
1 59111U 24043P   25291.88111116  .00179500  00000-0  16812-2 0  9998 | 2 59111  97.5176  72.6285 0006561 324.5035  35.5788 15.66636251 90954 | 2025/10/18-21:08:48  272.0953   91.9167     6746.6740     6702.4091     6790.9389  29.115449  93.069721   0.005231   0.003961
1 59112U 24043Q   25292.31186685  .00048039  00000-0  11486-2 0  9995 | 2 59112  97.5294  66.7083 0009726   5.6924 354.4431 15.41288028 90581 | 2025/10/19-07:29:05   73.4589   93.4284     6820.4439     6754.1082     6886.7795  38.564339  89.581112   0.002941   0.009271
1 59113U 24043R   25292.20630044  .00196446  00000-0  17590-2 0  9995 | 2 59113  97.5130  73.1992 0006516 323.8914  36.1906 15.67701544 91022 | 2025/10/19-04:57:04   28.9136   91.8542     6743.6173     6699.6759     6787.5587  28.185661  93.350703   0.005198   0.003930
1 59114U 24043S   25286.11986424  .14632517  26386-5  31545-3 0  9991 | 2 59114  97.4881  71.6870 0010882 268.4764  91.5291 16.46006277 90379 | 2025/10/13-02:52:36  353.3861   87.4845     6528.0106     6456.9728     6599.0484  30.631528  92.550738   0.010236  -0.003693
1 59115U 24043T   24344.82858507  .18214528  25441-5  55351-3 0  9998 | 2 59115  97.4459 114.1268 0010267 292.2641  67.7571 16.44275182 42959 | 2024/12/09-19:53:09  263.1893   87.5766     6532.5916     6465.5215     6599.6617 -39.831732  88.933326   0.007082   0.007434
1 59116U 24043U   24349.13780386  .16661856  25372-5  88651-3 0  9997 | 2 59116  97.4300 118.6113 0012829 305.6302  54.3802 16.41279562 43630 | 2024/12/14-03:18:26   14.2817   87.7364     6540.5379     6456.6293     6624.4465 -46.655818  85.532681   0.005575   0.011554
1 59117U 24043V   25292.30553042  .00021180  00000-0  71637-3 0  9997 | 2 59117  97.5360  63.0586 0012032  17.2771 342.8877 15.30578550 90328 | 2025/10/19-07:19:57   74.7920   94.0821     6852.2220     6769.7761     6934.6680  44.191511  86.950455   0.002020   0.011861
1 59118U 24043W   25138.97701806  .11616415  26017-5  59933-3 0  9992 | 2 59118  97.4688 279.1037 0013725 262.2912  97.6829 16.41284763 67656 | 2025/05/18-23:26:54  309.5453   87.7361     6540.5241     6450.7554     6630.2928  15.421692 -96.241043  -0.013721  -0.000334
1 59119U 24043X   25151.53479507  .06945286  25490-5  10353-2 0  9991 | 2 59119  97.4539 291.4051 0014234 267.5934  92.3732 16.34129554 69568 | 2025/05/31-12:50:06  150.4286   88.1203     6559.6024     6466.2331     6652.9718  35.566742 -90.731855  -0.013459  -0.004634
1 59120U 24043Y   25292.27358263  .00020225  00000-0  52694-3 0  9996 | 2 59120  97.5274  67.8825 0008335 359.5084   0.6152 15.38867261 90664 | 2025/10/19-06:33:57   58.4766   93.5753     6827.5947     6770.6867     6884.5027  36.719772  90.350717   0.003204   0.007694
1 59121U 24043Z   25292.29681342  .00012917  00000-0  48927-3 0  9999 | 2 59121  97.5334  61.4000 0012203  24.2153 335.9656 15.26974540 90231 | 2025/10/19-07:07:24   73.2877   94.3041     6862.9997     6779.2505     6946.7488  46.688444  85.632665   0.000933   0.012167
1 59122U 24043AA  25292.33518027  .00031081  00000-0  10616-2 0  9990 | 2 59122  97.5228  64.3355 0009156   7.6782 352.4597 15.30208614 90443 | 2025/10/19-08:02:39   84.2451   94.1048     6853.3263     6790.5773     6916.0754  42.237193  87.901741   0.002827   0.008709
1 59123U 24043AB  25291.92834061  .00010778  00000-0  41052-3 0  9993 | 2 59123  97.5303  60.6123 0011481  25.4289 334.7512 15.26845146 90165 | 2025/10/18-22:16:48  301.0628   94.3121     6863.3874     6784.5888     6942.1859  47.859748  84.980021   0.000793   0.011454
1 59124U 24043AC  25292.34667175  .00010104  00000-0  39697-3 0  9996 | 2 59124  97.5313  61.0073 0011839  22.7010 337.4749 15.25828786 90224 | 2025/10/19-08:19:12   91.6836   94.3749     6866.4349     6785.1432     6947.7266  47.273244  85.308821   0.001297   0.011768
1 59125U 24043AD  25292.28604245  .00021024  00000-0  71683-3 0  9993 | 2 59125  97.5340  63.1871 0010547  15.2352 344.9204 15.30335643 90348 | 2025/10/19-06:51:54   67.6378   94.0970     6852.9471     6780.6691     6925.2251  43.995490  87.047562   0.002117   0.010332
1 59126U 24043AE  25292.31408972  .00020619  00000-0  67879-3 0  9998 | 2 59126  97.5278  63.1779 0009502  14.7957 345.3560 15.31484044 90374 | 2025/10/19-07:32:17   77.7755   94.0264     6849.5208     6784.4367     6914.6050  44.006669  87.034964   0.001980   0.009293
1 59127U 24043AF  25292.30270222  .00026815  00000-0  77816-3 0  9999 | 2 59127  97.5297  64.8460 0008408   9.4031 350.7368 15.35455091 90470 | 2025/10/19-07:15:53   72.0085   93.7833     6837.7061     6780.2147     6895.1975  41.455264  88.280822   0.002282   0.008092
1 59128U 24043AG  25292.27962587  .00014392  00000-0  52746-3 0  9990 | 2 59128  97.5340  62.0827 0010963  19.2944 340.8708 15.28051596 90278 | 2025/10/19-06:42:39   66.4163   94.2377     6859.7743     6784.5706     6934.9780  45.665091  86.183413   0.001644   0.010839
1 59129U 24043AH  25292.31486810  .00041417  00000-0  98390-3 0  9999 | 2 59129  97.5238  67.0892 0007231 357.9014   2.2201 15.41538999 90635 | 2025/10/19-07:33:24   74.1754   93.4131     6819.7036     6770.3903     6869.0168  37.965780  89.830346   0.003057   0.006553
1 59130U 24043AJ  25292.29555898  .00026064  00000-0  77502-3 0  9994 | 2 59130  97.5298  64.7252 0009260   7.4089 352.7289 15.34685928 90467 | 2025/10/19-07:05:36   69.5528   93.8303     6839.9905     6776.6522     6903.3288  41.641342  88.193314   0.002841   0.008813
1 59131U 24043AK  25292.31534730  .00013399  00000-0  50097-3 0  9997 | 2 59131  97.5342  61.8813 0011232  18.6801 341.4848 15.27407663 90261 | 2025/10/19-07:34:06   79.5129   94.2774     6861.7022     6784.6315     6938.7728  45.967845  86.022540   0.001842   0.011080
1 59132U 24043AL  25292.30343599  .00009257  00000-0  37376-3 0  9991 | 2 59132  97.5335  60.7131 0011650  19.5100 340.6581 15.24942741 90196 | 2025/10/19-07:16:56   76.3781   94.4298     6869.0944     6789.0694     6949.1193  47.711735  85.066879   0.001978   0.011481
1 59133U 24043AM  25292.29277064  .00029026  00000-0  85474-3 0  9991 | 2 59133  97.5316  65.0094 0009711   6.0335 354.1023 15.34966643 90478 | 2025/10/19-07:01:35   68.2641   93.8131     6839.1566     6772.7415     6905.5716  41.204133  88.400410   0.003155   0.009184
1 59134U 24043AN  25292.27007670  .00032605  00000-0  91537-3 0  9998 | 2 59134  97.5289  65.3149 0008830   0.4636 359.6615 15.36448341 90508 | 2025/10/19-06:28:54   59.7771   93.7226     6834.7589     6774.4080     6895.1098  40.731072  88.616398   0.003623   0.008053
1 59135U 24043AP  25292.35215031  .00010495  00000-0  40719-3 0  9999 | 2 59135  97.5343  61.5490 0011413  15.2452 344.9128 15.26241160 90244 | 2025/10/19-08:27:05   93.1375   94.3494     6865.1980     6786.8455     6943.5505  46.466024  85.754582   0.002607   0.011111
1 59136U 24043AQ  25292.34726425  .00011935  00000-0  44002-3 0  9992 | 2 59136  97.5311  61.8088 0010603  14.0580 346.0952 15.27905477 90275 | 2025/10/19-08:20:03   91.1187   94.2467     6860.2117     6787.4728     6932.9505  46.075194  85.961573   0.002589   0.010282
1 59137U 24043AR  25292.30190461  .00011799  00000-0  44837-3 0  9998 | 2 59137  97.5317  61.5817 0010917  13.9119 346.2418 15.26905481 90254 | 2025/10/19-07:14:44   74.9711   94.3084     6863.2066     6788.2810     6938.1322  46.415837  85.778800   0.002735   0.010569
1 59138U 24043AS  24358.04934274  .16148578  26260-5  16621-3 0  9994 | 2 59138  97.4433 128.0012 0015622  16.8728 343.3093 16.50015572 45028 | 2024/12/23-01:11:03  341.6578   87.2719     6517.4316     6415.6162     6619.2469 -59.993694  76.785112  -0.012777   0.008989
1 59139U 24043AT  24360.05231488  .18293405  25252-5  44335-3 0  9991 | 2 59139  97.4440 130.0751 0009319 296.7454  63.2894 16.45558417 45325 | 2024/12/25-01:15:20  342.7754   87.5083     6529.1950     6468.3494     6590.0406 -62.733584  74.564271   0.003668   0.008567
1 59140U 24043AU  25292.28514283  .00105241  00000-0  15874-2 0  9995 | 2 59140  97.5236  71.0563 0005672 323.7998  36.2871 15.54384161 90886 | 2025/10/19-06:50:36   59.5125   92.6412     6782.0804     6743.6124     6820.5483  31.659955  92.241530   0.004654   0.003242
1 59141U 24043AV  25292.30307403  .00021906  00000-0  52247-3 0  9994 | 2 59141  97.5217  69.2363 0006474 335.3740  24.7196 15.41557684 90776 | 2025/10/19-07:16:25   67.7987   93.4120     6819.6485     6775.4980     6863.7989  34.572869  91.187711   0.004609   0.004547
1 59142U 24043AW  25292.13270999  .00073246  00000-0  12949-2 0  9993 | 2 59142  97.5272  70.0568 0006343 330.0194  30.0693 15.50060802 90789 | 2025/10/19-03:11:06    5.4842   92.8996     6794.6854     6751.5867     6837.7841  33.265398  91.678613   0.004854   0.004084
1 59143U 24043AX  25088.24025370  .11441880  25659-5  11435-2 0  9996 | 2 59143  97.4615 227.3877 0012879 282.7661  77.2198 16.37906214 59839 | 2025/03/29-05:45:57   46.0057   87.9171     6549.5152     6465.1640     6633.8664 -65.984747 -71.726963  -0.011171   0.006410
1 59144U 24043AY  24353.60165946  .08199862  25012-5  20274-2 0  9995 | 2 59144  97.4500 123.8877 0012227 303.5123  56.5001 16.29005265 44334 | 2024/12/18-14:26:23  180.3911   88.3975     6573.3514     6492.9790     6653.7238 -54.334896  80.896363   0.004699   0.011288
1 59145U 24043AZ  25099.53343022  .07666611  25414-5  15979-2 0  9991 | 2 59145  97.4738 238.8162 0014277 274.5372  85.4291 16.30743853 61562 | 2025/04/09-12:48:08  151.2715   88.3033     6568.6785     6474.8975     6662.4596 -50.470485 -83.389878  -0.012761   0.006403
1 59146U 24043BA  25292.27899335  .00046283  00000-0  10404-2 0  9998 | 2 59146  97.5181  67.7413 0005708 339.5463  20.5555 15.43182007 90685 | 2025/10/19-06:41:45   60.5928   93.3137     6814.8621     6775.9629     6853.7614  36.938798  90.251344   0.003872   0.004194
1 59147U 24043BB  25292.29625482  .00144162  00000-0  22539-2 0  9998 | 2 59147  97.5166  68.7862 0008052 318.6239  41.4403 15.53233686 90744 | 2025/10/19-07:06:36   65.8166   92.7098     6785.4290     6730.7927     6840.0652  35.286295  90.908551   0.007148   0.003707
1 59148U 24043BC  25292.31839586  .00047630  00000-0  12160-2 0  9995 | 2 59148  97.5227  67.2107 0007533 329.1384  30.9418 15.39313550 90629 | 2025/10/19-07:38:29   75.3687   93.5482     6826.2750     6774.8527     6877.6973  37.774776  89.909640   0.006067   0.004465
1 59152U 24044A   25292.01660207  .00007610  00000-0  28558-3 0  9993 | 2 59152  43.0019 136.4211 0001586 260.4116  99.6556 15.27601724 92511 | 2025/10/19-00:23:54  257.2281   94.2654     6861.1210     6850.2393     6872.0028 -31.151685  29.643481   0.001269   0.000951
1 59153U 24044B   25292.04054809  .00002150  00000-0  87604-4 0  9994 | 2 59153  43.0033 140.1524 0002305 266.8298  93.2290 15.27596486 92487 | 2025/10/19-00:58:23  262.1493   94.2657     6861.1367     6845.3218     6876.9517 -33.015847  27.554268   0.001573   0.001685
1 59154U 24044C   25292.05639411  .00001621  00000-0  68396-4 0  9993 | 2 59154  42.9973 186.9808 0001164 292.4755  67.5973 15.27589152 91930 | 2025/10/19-01:21:12  221.0271   94.2662     6861.1587     6853.1723     6869.1451 -42.678558  -5.225751  -0.000572   0.001014
1 59155U 24044D   25292.10966750  .00001987  00000-0  85734-4 0  9999 | 2 59155  43.0003 189.9707 0000279  18.2515 341.8346 15.25921126 91876 | 2025/10/19-02:37:55  237.2549   94.3692     6866.1579     6864.2422     6868.0735 -42.350842  -7.445267  -0.000246  -0.000132
1 59156U 24044E   25292.10740516  .00014655  00000-0  56862-3 0  9995 | 2 59156  43.0019 189.9486 0001428 269.5880  90.4807 15.25931152 91870 | 2025/10/19-02:34:39  236.4777   94.3686     6866.1278     6856.3230     6875.9326 -42.355286  -7.429208  -0.000237   0.001408
1 59157U 24044F   25292.10514694  .00001955  00000-0  84521-4 0  9995 | 2 59157  42.9985 189.9291 0000836 300.5734  59.5035 15.25918712 91877 | 2025/10/19-02:31:24  235.6738   94.3694     6866.1651     6860.4250     6871.9052 -42.354463  -7.414206  -0.000543   0.000636
1 59158U 24044G   25291.73331985  .00005206  00000-0  19849-3 0  9997 | 2 59158  43.0006 188.8552 0000798 261.8303  98.2458 15.27589798 91880 | 2025/10/18-17:35:58  102.5243   94.2661     6861.1568     6855.6816     6866.6320 -42.488056  -6.619420  -0.000010   0.000798
1 59159U 24044H   25292.08836810  .00000809  00000-0  38901-4 0  9999 | 2 59159  43.0006 186.3674 0000779 239.1233 120.9542 15.27587011 91948 | 2025/10/19-02:07:15  233.1780   94.2663     6861.1651     6855.8203     6866.5100 -42.735337  -4.768916   0.000323   0.000709
