# SPACE DATA - CATALOG TLEs (nice format)
# Generated : 2026/03/21-13:43:36
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG      ARG_LAT     TANOM    PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------
1 52234U 82092BWS 22166.54442096  .01395506  94269-3  40626-2 0  9990 | 2 52234  82.5213 265.3310 0022397 273.3327  86.5385 15.92627004 16737 | 2022/06/15-13:03:57   14.6275    0.1274   86.7947   90.4167     6673.0717     6658.1260     6688.0174  -6.717173 -82.247459  -0.002239   0.000052
1 52235U 82092BWT 22299.29259161  .00277970  00000-0  29707-2 0  9996 | 2 52235  82.5911 144.0796 0037995 257.7156 101.9846 15.62137068 36605 | 2022/10/26-07:01:19  176.9719    0.1257  102.4101   92.1814     6759.6221     6733.9389     6785.3053 -66.884983  48.452955   0.002833   0.002532
1 52236U 82092BWU 22361.20122795  .05406531  97130-1  90949-2 0  9999 | 2 52236  82.5011  83.5469 0006714 106.8619 253.3401 16.09867303 45483 | 2022/12/27-04:49:46  265.0454    0.1283  253.2664   89.4484     6625.3443     6620.8961     6629.7926   9.272289  81.978388  -0.000660  -0.000121
1 52237U 82092BWV 22282.87287488  .00766643  00000-0  45473-2 0  9995 | 2 52237  82.3739 142.9307 0041575 263.3078  96.3454 15.74896009 34052 | 2022/10/09-20:56:56   10.4743    0.1264   96.8186   91.4346     6723.0641     6695.1130     6751.0153 -65.726713  49.653384   0.002876   0.003003
1 52238U 82092BWW 22218.27524120  .00551997  13056-3  11489-2 0  9998 | 2 52238  82.5320 208.2960 0003224 173.7234 186.4085 15.99073478 24435 | 2022/08/06-06:36:20   26.2063    0.1278  186.4044   90.0521     6655.1252     6652.9796     6657.2708 -72.670288 -39.122375   0.000299   0.000121
1 52239U 82092BWX 22095.92769720  .00070198  00000-0  16338-2 0  9990 | 2 52239  82.5792 340.9004 0018901   9.6147 350.5457 15.41827919  5216 | 2022/04/05-22:15:53    7.5269    0.1247  350.5100   93.3956     6818.8516     6805.9633     6831.7399  78.033314 -27.020848   0.001864  -0.000311
1 52240U 82092BWY 23042.37466400  .02758556  11266-1  38692-2 0  9990 | 2 52240  82.5327  22.4056 0007888 179.8198 180.3089 16.08662682 53311 | 2023/02/11-08:59:30   74.3750    0.1282  180.3084   89.5153     6628.6514     6623.4228     6633.8801  76.302206  31.458225  -0.000730  -0.000298
1 52241U 82092BWZ 22269.12850824  .00103539  00000-0  12552-2 0  9994 | 2 52241  82.5521 161.8216 0016127 109.4379 250.8622 15.60116818 32012 | 2022/09/26-03:05:03   69.6705    0.1256  250.6877   92.3008     6765.4563     6754.5457     6776.3670 -78.431903  25.754337   0.000035  -0.001612
1 52242U 82092BXA 22248.11661927  .00040239  00000-0  11672-2 0  9994 | 2 52242  82.5824 191.1803 0041907 145.6497 214.7470 15.34450211 28388 | 2022/09/05-02:47:55   15.2098    0.1242  214.4745   93.8447     6840.6910     6812.0237     6869.3583 -81.015141 -16.012484   0.003853  -0.001649
1 52243U 82092BXB 22305.77295981  .00061592  00000-0  14468-2 0  9995 | 2 52243  82.5188 131.8273 0020787 253.0900 106.8068 15.41539937 37240 | 2022/11/01-18:33:03    7.8361    0.1247  107.0347   93.4131     6819.7008     6805.5247     6833.8769 -55.030764  61.489571   0.001885   0.000876
1 52244U 82092BXC 23044.03786126  .01039339  00000-0  66874-2 0  9995 | 2 52244  83.0938  69.5560 0031048 231.5559 128.2919 15.73218603 52765 | 2023/02/13-00:54:31  267.5670    0.1264  128.5705   91.5321     6727.8421     6706.9535     6748.7307  29.023977  77.860056   0.001604  -0.002658
1 52245U 82092BXD 22136.20283891  .01067119  00000-0  72715-2 0  9995 | 2 52245  82.5649 300.9491 0012390 224.5351 135.4917 15.72245864 10620 | 2022/05/16-04:52:05  186.6300    0.1262  135.5911   91.5887     6730.6168     6722.2776     6738.9561  42.461179 -70.809682  -0.001199   0.000311
1 52246U 82092BXE 23151.66349167  .03521722 -12357-5  20618-2 0  9999 | 2 52246  82.7547 293.3358 0013687 255.5475 104.4295 16.18520910 69097 | 2023/05/31-15:55:25   14.5949    0.1288  104.5813   88.9701     6601.7078     6592.6720     6610.7436  32.780734 -75.985287  -0.001352  -0.000211
1 52247U 82092BXF 22115.33977255  .05612521  69983-1  18246-1 0  9993 | 2 52247  83.0054 333.9762 0030361 253.9667 105.8266 15.96657337  7407 | 2022/04/25-08:09:16  182.7036    0.1277  106.1610   90.1884     6661.8374     6641.6114     6682.0634  74.589638 -36.418159  -0.002034  -0.002254
1 52248U 82092BXG 22105.09898723  .01557965  00000-0  15257-1 0  9997 | 2 52248  82.5195 333.3872 0035053 230.1029 129.7146 15.62533171  3776 | 2022/04/15-02:22:32   86.2540    0.1256  130.0227   92.1580     6758.4797     6734.7892     6782.1702  73.776904 -36.965339  -0.003215  -0.001397
1 52249U 82092BXH 22098.09780010  .02090225  00000-0  88249-2 0  9992 | 2 52249  82.5546 336.6451 0001701  12.9410 347.1901 15.82215090  2682 | 2022/04/08-02:20:49   75.3514    0.1268  347.1858   91.0116     6702.3149     6701.1748     6703.4549  75.790650 -32.726737   0.000167  -0.000031
1 52250U 82092BXJ 22101.09583265  .02227466  00000-0  75873-2 0  9990 | 2 52250  82.5653 333.8894 0001101 235.3053 124.8114 15.86596040  3195 | 2022/04/11-02:17:59   80.3662    0.1271  124.8218   90.7603     6689.9714     6689.2349     6690.7080  74.139195 -36.337426  -0.000096  -0.000054
1 52251U 82092BXK 22191.45348868  .00698584  00000-0  35782-2 0  9994 | 2 52251  82.4896 241.1864 0035838 225.7525 134.0799 15.78651741 17113 | 2022/07/10-10:53:01   31.5252    0.1265  134.3740   91.2171     6712.3968     6688.3409     6736.4527 -39.756825 -72.276753  -0.001044   0.003428
1 52252U 82092BXL 22121.81238311  .02626579  49877-2  83812-2 0  9990 | 2 52252  82.4826 312.6040 0009144 243.9834 116.0499 15.92288479  6400 | 2022/05/01-19:29:49   19.8332    0.1274  116.1440   90.4359     6674.0175     6667.9148     6680.1202  55.834728 -60.711304  -0.000876  -0.000261
1 52253U 82092BXM 23033.28621627  .01282642  87959-3  24940-2 0  9990 | 2 52253  82.5546  29.9210 0015608 159.5536 200.6370 16.00256132 49137 | 2023/02/02-06:52:09   25.9150    0.1277  200.5741   89.9856     6651.8458     6641.4636     6662.2280  71.551226  41.178684  -0.001540  -0.000257
1 52254U 82092BXN 22257.53075596  .00183215  00000-0  23093-2 0  9996 | 2 52254  82.5704 176.4036 0020818 110.2958 250.0538 15.58739642 27112 | 2022/09/14-12:44:17  187.8269    0.1256  249.8298   92.3823     6769.4407     6755.3481     6783.5333 -82.407792   5.179460   0.000598  -0.001994
1 52255U 22038A   26072.17849552  .00000000  00000-0  00000-0 0  9992 | 2 52255   0.0313 195.5655 0002053 117.1283  47.2889  1.00265840 14466 | 2026/03/13-04:17:02   55.7621  164.4345   47.3062 1436.1821    42166.3986    42157.7419    42175.0554  -0.030152  -0.008399   0.000139  -0.000151
1 52256U 22038B   26078.92382777  .00159306  89679-6  16512-2 0  9999 | 2 52256  28.1276 271.8114 5834215  92.8527 331.2972  4.40633033 46297 | 2026/03/19-22:10:18  354.4977    0.0541  267.2014  326.8026    15716.3059     6547.0751    24885.5367   0.889103 -28.113544   0.581490   0.047440
1 52257U 22039A   26080.62390939  .00000344  00000-0  85348-4 0  9997 | 2 52257  98.1423  21.3236 0003948 147.6786 212.4655 14.57615398209184 | 2026/03/21-14:58:25  202.4005    0.1198  212.4412   98.7915     7079.0211     7076.2263     7081.8159  91.423628  35.687971  -0.000388   0.000075
1 52258U 22039B   26080.57709813  .00003243  00000-0  21438-3 0  9997 | 2 52258  98.2520 118.6200 0112868   6.4447 353.8197 15.03087973214702 | 2026/03/21-13:51:01   88.0416    0.1232  353.6785   95.8028     6935.5181     6857.2383     7013.7979 -47.062541  86.247161  -0.006484   0.009238
1 52260U 21092C   23067.57580370  .07927978  82055-5  27179-3 0  9995 | 2 52260  41.4556 358.2230 0003372 236.5689 297.0362 16.44698548 51201 | 2023/03/08-13:49:09   21.5457  173.5707  297.0018   87.5540     6531.4705     6529.2681     6533.6729  41.435664  -1.285519  -0.000194  -0.000276
1 52261U 22041A   24362.72562880  .18530511  12544-4  28744-3 0  9992 | 2 52261  53.1898 248.2495 0005044 247.5485 219.5101 16.48185526149924 | 2024/12/27-17:24:54  182.8258  107.0218  219.4733   87.3688     6522.2550     6518.9652     6525.5449 -19.710307 -49.403022  -0.000362   0.000352
1 52262U 22041B   26080.17148430 -.00002161  00000-0 -11775-3 0  9996 | 2 52262  53.2179  57.5282 0002541  47.6640 312.4567 15.08815611216096 | 2026/03/21-04:06:56    3.4423    0.0992  312.4352   95.4391     6917.9549     6916.1971     6919.7128  28.571862  44.897590  -0.000067   0.000245
1 52263U 22041C   26080.24137969  .00001251  00000-0  96665-4 0  9999 | 2 52263  53.2185  57.2633 0001447  86.7594 273.3563 15.08836810216104 | 2026/03/21-05:47:35   29.0125    0.0991  273.3397   95.4378     6917.8901     6916.8891     6918.8912  28.779459  44.765516  -0.000117   0.000085
1 52264U 22041D   26080.23402299 -.00000333  00000-0 -28151-5 0  9998 | 2 52264  53.2173  57.2951 0001401  81.4246 278.6905 15.08838067216105 | 2026/03/21-05:36:59   26.3168    0.0992  278.6746   95.4377     6917.8863     6916.9171     6918.8555  28.753961  44.780473  -0.000105   0.000092
1 52265U 22041E   26080.23036050  .00009490  00000-0  61429-3 0  9991 | 2 52265  53.2174  57.3128 0001729  89.4712 270.6478 15.08794884216108 | 2026/03/21-05:31:43   24.9713    0.0992  270.6280   95.4404     6918.0183     6916.8222     6919.2144  28.740180  44.789438  -0.000145   0.000095
1 52266U 22041F   26080.22665818  .00001157  00000-0  90815-4 0  9995 | 2 52266  53.2171  57.3284 0001321  89.5291 270.5852 15.08825716216104 | 2026/03/21-05:26:23   23.6198    0.0992  270.5701   95.4385     6917.9240     6917.0102     6918.8379  28.727822  44.797009  -0.000111   0.000072
1 52267U 22041G   26080.22297962  .00000120  00000-0  25595-4 0  9999 | 2 52267  53.2177  57.3516 0001160  92.6997 267.4128 15.08843501216101 | 2026/03/21-05:21:05   22.2661    0.0992  267.3995   95.4373     6917.8697     6917.0672     6918.6722  28.710004  44.809142  -0.000101   0.000058
1 52268U 22041H   26080.20456825  .00000560  00000-0  53268-4 0  9999 | 2 52268  53.2178  57.3489 0001491  88.9248 271.1915 15.08845393216103 | 2026/03/21-04:54:34   15.5995    0.0992  271.1744   95.4372     6917.8639     6916.8325     6918.8954  28.712170  44.807874  -0.000124   0.000083
1 52269U 22041J   26080.21929790  .00001817  00000-0  13222-3 0  9998 | 2 52269  53.2179  57.3617 0001349  89.0329 271.0817 15.08835285216101 | 2026/03/21-05:15:47   20.9217    0.0991  271.0662   95.4379     6917.8948     6916.9616     6918.8280  28.702213  44.814371  -0.000112   0.000075
1 52270U 22041K   26080.21194131 -.00000254  00000-0  21454-5 0  9996 | 2 52270  53.2180  57.4224 0001436  93.9138 266.2018 15.08838523216106 | 2026/03/21-05:05:11   18.1954    0.0992  266.1854   95.4376     6917.8849     6916.8915     6918.8783  28.654774  44.844838  -0.000126   0.000069
1 52271U 22041L   26080.21561955  .00000226  00000-0  32260-4 0  9993 | 2 52271  53.2174  57.3775 0001328  86.7359 273.3785 15.08836801216102 | 2026/03/21-05:10:29   19.5738    0.0992  273.3633   95.4378     6917.8902     6916.9715     6918.8089  28.689584  44.821863  -0.000108   0.000078
1 52272U 22041M   26080.20921817 -.00000441  00000-0 -96058-5 0  9997 | 2 52272  53.2177  57.4441 0001430  89.3999 270.7157 15.08840628216106 | 2026/03/21-05:01:16   17.1892    0.0992  270.6993   95.4375     6917.8785     6916.8892     6918.8677  28.637626  44.855434  -0.000120   0.000078
1 52273U 22041N   26080.18074364  .00000318  00000-0  38079-4 0  9990 | 2 52273  53.2181  47.9180 0001599  87.8759 272.2416 15.08840900216231 | 2026/03/21-04:20:16   16.4073    0.0992  272.2233   95.4375     6917.8776     6916.7715     6918.9838  35.666424  39.497751  -0.000115   0.000111
1 52274U 22041P   26080.20091052  .00001027  00000-0  82631-4 0  9998 | 2 52274  53.2173  57.4417 0001447  88.2085 271.9073 15.08829563216104 | 2026/03/21-04:49:18   14.1834    0.0992  271.8907   95.4382     6917.9123     6916.9113     6918.9133  28.639289  44.853898  -0.000119   0.000082
1 52275U 22041Q   26080.20825829 -.00000240  00000-0  30253-5 0  9997 | 2 52275  53.2181  57.4100 0001823  84.0756 276.0444 15.08840738216105 | 2026/03/21-04:59:53   16.8712    0.0992  276.0236   95.4375     6917.8781     6916.6170     6919.1393  28.664532  44.838719  -0.000143   0.000114
1 52276U 22041R   26080.19722721 -.00000985  00000-0 -43761-4 0  9997 | 2 52276  53.2172  57.4587 0001688 102.1090 258.0092 15.08846638216101 | 2026/03/21-04:44:00   12.8317    0.0993  257.9903   95.4371     6917.8601     6916.6924     6919.0278  28.625926  44.862309  -0.000158   0.000059
1 52277U 22041S   23364.25157378  .45960133  12333-4  53090-2 0  9994 | 2 52277  53.1807  54.5401 0007633  37.6503  81.3389 16.35936547 95422 | 2023/12/30-06:02:15  196.2033  119.0757   81.4254   88.0230     6554.7712     6549.7680     6559.7745  30.851881  43.316836  -0.000029   0.000763
1 52278U 22041T   26080.19354153  .00000025  00000-0  19665-4 0  9998 | 2 52278  53.2174  57.4756 0001325  85.5282 274.5861 15.08839004216104 | 2026/03/21-04:38:41   11.4823    0.0992  274.5710   95.4376     6917.8834     6916.9668     6918.8001  28.612800  44.870919  -0.000106   0.000080
1 52279U 22041U   24090.68464993  .43522389  12806-4  51702-3 0  9993 | 2 52279  53.1998 328.6933 0019698 316.0064  80.2448 16.48175852109732 | 2024/03/30-16:25:53  250.2584   36.4738   80.4674   87.3693     6522.2806     6509.4330     6535.1282  45.453807 -27.643628   0.000500  -0.001905
1 52280U 22041V   26080.18250351  .00001012  00000-0  81676-4 0  9993 | 2 52280  53.2175  57.5265 0001479  85.0297 275.0864 15.08836341216105 | 2026/03/21-04:22:48    7.4370    0.0992  275.0695   95.4378     6917.8916     6916.8684     6918.9147  28.572980  44.896404  -0.000117   0.000090
1 52281U 22041W   26080.19817688 -.00000599  00000-0 -19547-4 0  9996 | 2 52281  53.2176  57.4531 0001404  86.9611 273.1542 15.08842480216103 | 2026/03/21-04:45:22   13.1837    0.0992  273.1381   95.4374     6917.8728     6916.9015     6918.8441  28.630526  44.859848  -0.000114   0.000082
1 52282U 22041X   26080.17603296  .00004153  00000-0  27868-3 0  9995 | 2 52282  53.2179  47.5553 0000950  66.2359 293.8732 15.08866352216234 | 2026/03/21-04:13:29   15.0733    0.0991  293.8632   95.4359     6917.7998     6917.1427     6918.4570  35.915606  39.271034  -0.000038   0.000087
1 52283U 22041Y   26080.18985987  .00000481  00000-0  48317-4 0  9990 | 2 52283  53.2171  57.4919 0001318  89.6830 270.4313 15.08838677216106 | 2026/03/21-04:33:23   10.1337    0.0992  270.4162   95.4376     6917.8844     6916.9727     6918.7962  28.599872  44.878804  -0.000111   0.000071
1 52284U 22041Z   26080.16870463  .00002218  00000-0  15741-3 0  9995 | 2 52284  53.2174  47.5877 0001378  83.9895 276.1254 15.08839088216235 | 2026/03/21-04:02:56   12.3831    0.0992  276.1097   95.4376     6917.8832     6916.9299     6918.8365  35.893056  39.290969  -0.000091   0.000103
1 52285U 22041AA  25232.29061970  .39483828  12976-4  12817-3 0  9995 | 2 52285  53.2444 268.6417 0014928  59.1799  23.5089 16.58124573185513 | 2025/08/20-06:58:29  262.9402   82.7572   23.5773   86.8451     6496.1654     6486.4679     6505.8628  -1.262136 -53.229439   0.001263  -0.000795
1 52286U 22041AB  26080.22759210  .00001268  00000-0  97776-4 0  9993 | 2 52286  53.2178  47.3247 0001431  89.3741 270.7415 15.08839800216242 | 2026/03/21-05:27:43   33.9573    0.0992  270.7251   95.4376     6917.8810     6916.8911     6918.8709  36.073302  39.126093  -0.000104   0.000098
1 52287U 22041AC  26080.24506133  .00003259  00000-0  22284-3 0  9993 | 2 52287  53.2171  57.2454 0001485  88.4500 271.6662 15.08824245216115 | 2026/03/21-05:52:53   30.3621    0.0992  271.6492   95.4386     6917.9285     6916.9012     6918.9559  28.792686  44.755346  -0.000123   0.000084
1 52288U 22041AD  26080.22389621  .00000439  00000-0  45646-4 0  9998 | 2 52288  53.2178  47.3422 0001408  86.4756 273.6397 15.08840950216246 | 2026/03/21-05:22:24   32.6037    0.0992  273.6236   95.4375     6917.8775     6916.9034     6918.8515  36.061350  39.137109  -0.000097   0.000102
1 52289U 22041AE  26080.17238066  .00001390  00000-0  10539-3 0  9998 | 2 52289  53.2175  47.5716 0001285  87.6448 272.4692 15.08840660216238 | 2026/03/21-04:08:13   13.7282    0.0993  272.4545   95.4375     6917.8784     6916.9894     6918.7673  35.904162  39.280955  -0.000091   0.000091
1 52290U 22041AF  26080.61125292  .00000628  00000-0  57569-4 0  9993 | 2 52290  53.2177  45.6022 0001508  87.1555 272.9610 15.08841461216306 | 2026/03/21-14:40:12  173.5704    0.0992  272.9437   95.4375     6917.8759     6916.8327     6918.9191  37.233014  38.024022  -0.000102   0.000111
1 52291U 22041AG  25251.73167285  .13221049  12591-4  18000-3 0  9998 | 2 52291  53.1638  78.6513 0007632 269.3655  90.6522 16.48667423188672 | 2025/09/08-17:33:36  352.9919    0.1051   90.7396   87.3433     6520.9840     6516.0072     6525.9609  10.461550  52.124328   0.000747  -0.000158
1 52292U 22041AH  26080.60661711  .00000552  00000-0  52785-4 0  9996 | 2 52292  53.2178  45.6221 0001422  85.9426 274.1729 15.08842426216305 | 2026/03/21-14:33:31  171.8715    0.0992  274.1566   95.4374     6917.8730     6916.8893     6918.8567  37.219875  38.037023  -0.000094   0.000106
1 52293U 22041AJ  26080.22118099  .00001532  00000-0  11434-3 0  9995 | 2 52293  53.2180  47.3633 0001397  80.4213 279.6937 15.08835808216240 | 2026/03/21-05:18:30   31.6025    0.0992  279.6779   95.4378     6917.8932     6916.9268     6918.8596  36.047070  39.150533  -0.000086   0.000110
1 52294U 22041AK  26080.20551649 -.00000855  00000-0 -35656-4 0  9998 | 2 52294  53.2180  47.4233 0001317  75.7382 284.3756 15.08823137216248 | 2026/03/21-04:55:56   25.8712    0.0992  284.3610   95.4386     6917.9319     6917.0208     6918.8430  36.006052  39.188260  -0.000072   0.000110
1 52295U 22041AL  26080.61397854  .00000293  00000-0  36477-4 0  9996 | 2 52295  53.2184  45.5897 0001472  87.9346 272.1815 15.08843800216302 | 2026/03/21-14:44:07  174.5679    0.0992  272.1646   95.4373     6917.8688     6916.8505     6918.8871  37.241798  38.016399  -0.000101   0.000107
1 52296U 22041AM  26080.59189541  .00000195  00000-0  30322-4 0  9990 | 2 52296  53.2187  45.6885 0001454  85.7411 274.3747 15.08842749216302 | 2026/03/21-14:12:19  166.4758    0.0992  274.3581   95.4374     6917.8720     6916.8661     6918.8778  37.176398  38.080776  -0.000096   0.000109
1 52297U 22041AN  26080.61029736  .00000898  00000-0  74504-4 0  9993 | 2 52297  53.2186  45.6067 0001507  88.9337 271.1828 15.08844803216303 | 2026/03/21-14:38:49  173.2182    0.0992  271.1655   95.4373     6917.8657     6916.8232     6918.9082  37.230657  38.027590  -0.000106   0.000107
1 52298U 22041AP  26080.22017305  .00000572  00000-0  54026-4 0  9996 | 2 52298  53.2183  46.9711 0001504  88.9883 271.1282 15.08840364216250 | 2026/03/21-05:17:02   31.6246    0.0993  271.1110   95.4375     6917.8793     6916.8388     6918.9197  36.314421  38.903089  -0.000108   0.000105
1 52299U 22041AQ  25021.73148328  .10300271  12504-4  38733-3 0  9999 | 2 52299  53.2015 124.6140 0002651 333.1765 150.5659 16.44206819153860 | 2025/01/21-17:33:20  316.5386  123.7573  150.5808   87.5802     6532.7727     6531.0408     6534.5045 -30.220839  43.784706  -0.000036   0.000263
1 52300U 22041AR  26080.18341388  .00000217  00000-0  31700-4 0  9996 | 2 52300  53.2181  47.5207 0001438  83.2430 276.8726 15.08841742217461 | 2026/03/21-04:24:06   17.7701    0.0992  276.8562   95.4374     6917.8751     6916.8803     6918.8699  35.939449  39.249486  -0.000094   0.000109
1 52301U 22041AS  26080.20182504 -.00001857  00000-0 -98618-4 0  9997 | 2 52301  53.2177  47.4399 0001498  95.9793 264.1370 15.08833029216245 | 2026/03/21-04:50:37   24.5156    0.0992  264.1199   95.4380     6917.9017     6916.8654     6918.9380  35.994494  39.198470  -0.000120   0.000089
1 52302U 22041AT  26080.57073778  .00000743  00000-0  64788-4 0  9992 | 2 52302  53.2185  35.7829 0001557  90.2780 269.8391 15.08841197216434 | 2026/03/21-13:41:51  168.7218    0.0993  269.8213   95.4375     6917.8767     6916.7996     6918.9538  43.172889  31.117686  -0.000092   0.000126
1 52303U 22041AU  26080.18709607  .00000022  00000-0  19472-4 0  9997 | 2 52303  53.2182  47.5050 0001484  91.0065 269.1097 15.08842737217464 | 2026/03/21-04:29:25   19.1216    0.0992  269.0927   95.4374     6917.8720     6916.8454     6918.8986  35.950271  39.239710  -0.000111   0.000098
1 52304U 22041AV  26080.16961582  .00000304  00000-0  37167-4 0  9992 | 2 52304  53.2185  37.5839 0001410  89.4553 270.6601 15.08841634216376 | 2026/03/21-04:04:14   22.7132    0.0992  270.6439   95.4375     6917.8754     6916.9000     6918.8508  42.173589  32.459161  -0.000085   0.000113
1 52305U 22041AW  26080.19078947  .00001087  00000-0  86378-4 0  9997 | 2 52305  53.2184  47.5946 0001480  85.7532 274.3630 15.08832359216242 | 2026/03/21-04:34:44   20.3685    0.0993  274.3461   95.4380     6917.9037     6916.8799     6918.9276  35.888998  39.296029  -0.000102   0.000108
1 52306U 22041AX  26080.09969849 -.00000647  00000-0 -22561-4 0  9994 | 2 52306  53.2186  37.8956 0001423  96.4182 263.6973 15.08839311217589 | 2026/03/21-02:23:33  357.0927    0.0993  263.6811   95.4376     6917.8825     6916.8981     6918.8669  41.996461  32.688173  -0.000099   0.000102
1 52307U 22041AY  26080.17973852 -.00000950  00000-0 -41579-4 0  9990 | 2 52307  53.2177  47.5369 0001447  84.2311 275.8846 15.08844797216241 | 2026/03/21-04:18:49   16.4257    0.0992  275.8681   95.4373     6917.8657     6916.8647     6918.8667  35.928080  39.259351  -0.000096   0.000108
1 52308U 22041AZ  24311.83401701  .16107713  12168-4  39278-2 0  9991 | 2 52308  53.1601  66.7137 0010179 321.6894 181.4333 16.28425944142945 | 2024/11/06-20:00:59  317.2640  143.1198  181.4304   88.4290     6574.9103     6568.2177     6581.6029  21.015563  48.829728   0.000895   0.000484
1 52309U 22041BA  26080.16225585  .00000309  00000-0  37515-4 0  9995 | 2 52309  53.2190  37.6163 0001507  90.3112 269.8053 15.08844714217595 | 2026/03/21-03:53:38   20.0152    0.0992  269.7880   95.4373     6917.8660     6916.8235     6918.9085  42.155623  32.483310  -0.000093   0.000119
1 52310U 22041BB  26080.15858661  .00001221  00000-0  94762-4 0  9994 | 2 52310  53.2178  37.6997 0001743  84.8410 275.2781 15.08855803217599 | 2026/03/21-03:48:21   18.6011    0.0992  275.2582   95.4366     6917.8321     6916.6263     6919.0379  42.107346  32.543903  -0.000094   0.000147
1 52311U 22041BC  26080.15489521  .00003445  00000-0  23433-3 0  9996 | 2 52311  53.2182  37.6518 0001485  86.4562 273.6600 15.08855030217597 | 2026/03/21-03:43:02   17.3155    0.0992  273.6430   95.4366     6917.8344     6916.8072     6918.8617  42.134855  32.508934  -0.000083   0.000123
1 52312U 22041BD  26080.57808838  .00000184  00000-0  29631-4 0  9993 | 2 52312  53.2186  35.7022 0001429  93.1659 266.9497 15.08845543217666 | 2026/03/21-13:52:26  171.4643    0.0992  266.9333   95.4372     6917.8634     6916.8749     6918.8520  43.216756  31.056906  -0.000090   0.000111
1 52313U 22041BE  26080.58177474  .00000893  00000-0  74191-4 0  9998 | 2 52313  53.2182  35.7351 0001401  86.4659 273.6494 15.08843468217669 | 2026/03/21-13:57:45  172.7681    0.0993  273.6334   95.4373     6917.8698     6916.9006     6918.8390  43.198591  31.081483  -0.000075   0.000119
1 52314U 22041BF  22147.41223233  .01248790  11762-2  80182-3 0  9992 | 2 52314  53.2020 192.1668 0012322  17.0824 343.0627 16.16929058  5719 | 2022/05/27-09:53:36   21.9281    0.1039  343.0215   89.0577     6606.0400     6597.9000     6614.1799 -52.006986 -11.212768  -0.001075  -0.000602
1 52315U 22041BG  22152.28444630  .04858768  12261-4  60181-3 0  9999 | 2 52315  53.1917 166.3202 0003351 356.0974   4.0046 16.35398121  6504 | 2022/06/01-06:49:36    6.4941    0.1047    4.0073   88.0520     6556.2098     6554.0129     6558.4068 -51.682788  12.579603  -0.000319   0.000101
1 52316U 22041BH  22146.38105070  .01407541  11780-4  78940-3 0  9999 | 2 52316  53.1960 197.0957 0011570   9.0063 351.1182 16.18446815  5553 | 2022/05/26-09:08:42    4.7477    0.1040  351.0977   88.9742     6601.9093     6594.2709     6609.5477 -50.845539 -15.637953  -0.001039  -0.000509
1 52317U 22041BJ  22143.62878778  .01686283  11770-4  97741-3 0  9997 | 2 52317  53.1989 211.2253 0011094   6.2870 353.8307 16.18020665  5110 | 2022/05/23-15:05:27   76.3582    0.1040  353.8170   88.9976     6603.0684     6595.7430     6610.3939 -45.492264 -27.578558  -0.000880  -0.000676
1 52318U 22042A   22287.73592778  .99999999  00000-0  13225+1 0  9993 | 2 52318  51.6415 104.3028 0003314 303.6303 178.2173 15.53303268 26430 | 2022/10/14-17:39:44  242.2660  121.8488  178.2185   92.7057     6785.2263     6782.9777     6787.4749 -12.757845  50.040802   0.000222   0.000246
1 52319U 22037B   22134.33725530  .50204784  12766-4  27279-3 0  9990 | 2 52319  51.8498 136.6452 0015898 263.2716 233.3005 16.53909487  2990 | 2022/05/14-08:05:38  261.0698  136.4262  233.1546   87.0664     6507.1979     6496.8528     6517.5431 -37.700844  35.595619   0.001219   0.001020
1 52320U 22043A   26080.62826334  .00008668  00000-0  45869-3 0  9996 | 2 52320  97.3455 156.2420 0001373 173.4235 186.7016 15.15673262216293 | 2026/03/21-15:04:41   69.0764    0.1233  186.6998   95.0073     6897.0724     6896.1254     6898.0193 -89.095979  39.218018   0.000119  -0.000069
1 52321U 22043B   23078.31745595  .38415715  25787-5  11908-2 0  9992 | 2 52321  97.4022 164.5172 0015464 293.8232  66.3204 16.43485512 49827 | 2023/03/19-07:37:08  307.0273    0.3060   66.4828   87.6187     6534.6840     6524.5787     6544.7892 -93.867536  26.001428  -0.000224   0.001530
1 52322U 22043C   26080.59130833  .00007369  00000-0  39112-3 0  9997 | 2 52322  97.3453 156.2325 0000233 258.5062 101.6144 15.15617936216300 | 2026/03/21-14:11:29   55.7176    0.1232  101.6170   95.0108     6897.2402     6897.0795     6897.4009 -89.089292  39.232710   0.000013   0.000019
1 52323U 22043D   23171.58849630  .15716076  25878-5  19643-3 0  9997 | 2 52323  97.5080 279.1416 0020326 236.5549 248.5611 16.48175052 65088 | 2023/06/20-14:07:26  256.2194  124.8994  248.3445   87.3694     6522.2827     6509.0255     6535.5399  15.491578 -96.269523  -0.001852   0.000837
